,aggression_conf,stress_conf,tension_conf,suspicious_conf,balance_conf,confidence_conf,vitality_conf,self_regulation_conf,depression_conf,neuroticism_conf
23,0.605904236,0.605904236,0.605904236,0.605904236,0.605904236,0.605904236,0.428438994,0.428438994,0.605904236,0.605904236
24,0.630773102,0.630773102,0.630773102,0.630773102,0.630773102,0.630773102,0.630773102,0.630773102,0.630773102,0.630773102
25,0.814269996,0.814269996,0.814269996,0.814269996,0.814269996,0.814269996,0.814269996,0.814269996,0.814269996,0.814269996
26,0.527236606,0.527236606,0.527236606,0.527236606,0.527236606,0.527236606,0.527236606,0.527236606,0.527236606,0.527236606
27,0.496517142,0.496517142,0.496517142,0.496517142,0.496517142,0.496517142,0.496517142,0.496517142,0.496517142,0.496517142
28,0.486182235,0.486182235,0.486182235,0.486182235,0.486182235,0.486182235,0.486182235,0.486182235,0.486182235,0.486182235
29,0.887485547,0.887485547,0.887485547,0.887485547,0.887485547,0.887485547,0.887485547,0.887485547,0.887485547,0.887485547
30,0.576382208,0.576382208,0.576382208,0.576382208,0.576382208,0.576382208,0.407563768,0.407563768,0.576382208,0.576382208
31,0.658018756,0.658018756,0.658018756,0.658018756,0.658018756,0.658018756,0.658018756,0.658018756,0.658018756,0.658018756
32,0.649596841,0.649596841,0.649596841,0.649596841,0.649596841,0.649596841,0.459334331,0.459334331,0.649596841,0.649596841
33,0.860527241,0.860527241,0.860527241,0.860527241,0.860527241,0.860527241,0.860527241,0.860527241,0.860527241,0.860527241
34,0.919989488,0.919989488,0.919989488,0.919989488,0.919989488,0.919989488,0.919989488,0.919989488,0.919989488,0.919989488
35,0.48900834,0.48900834,0.48900834,0.48900834,0.48900834,0.48900834,0.48900834,0.48900834,0.48900834,0.48900834
36,0.452072745,0.452072745,0.452072745,0.452072745,0.452072745,0.452072745,0.452072745,0.452072745,0.452072745,0.452072745
37,0.866756909,0.866756909,0.866756909,0.866756909,0.866756909,0.866756909,0.866756909,0.866756909,0.866756909,0.866756909
38,0.352240125,0.352240125,0.352240125,0.352240125,0.352240125,0.352240125,0.352240125,0.352240125,0.352240125,0.352240125
39,0.420929993,0.420929993,0.420929993,0.420929993,0.420929993,0.420929993,0.595284905,0.595284905,0.420929993,0.420929993
40,0.612897385,0.612897385,0.612897385,0.612897385,0.612897385,0.612897385,0.612897385,0.612897385,0.612897385,0.612897385
41,0.383589144,0.383589144,0.383589144,0.383589144,0.383589144,0.383589144,0.383589144,0.383589144,0.383589144,0.383589144
42,0.50342072,0.50342072,0.50342072,0.50342072,0.50342072,0.50342072,0.50342072,0.50342072,0.50342072,0.50342072
43,0.922646166,0.922646166,0.922646166,0.922646166,0.922646166,0.922646166,0.922646166,0.922646166,0.922646166,0.922646166
44,0.569044361,0.569044361,0.569044361,0.569044361,0.569044361,0.569044361,0.569044361,0.569044361,0.569044361,0.569044361
45,0.800089853,0.800089853,0.800089853,0.800089853,0.800089853,0.800089853,0.800089853,0.800089853,0.800089853,0.800089853
46,0.515333679,0.515333679,0.515333679,0.515333679,0.515333679,0.515333679,0.515333679,0.515333679,0.515333679,0.515333679
47,0.504011368,0.504011368,0.504011368,0.504011368,0.504011368,0.504011368,0.504011368,0.504011368,0.504011368,0.504011368
48,0.801100717,0.801100717,0.801100717,0.801100717,0.801100717,0.801100717,0.801100717,0.801100717,0.801100717,0.801100717
49,0.921364468,0.921364468,0.921364468,0.921364468,0.921364468,0.921364468,0.921364468,0.921364468,0.921364468,0.921364468
50,0.517339145,0.517339145,0.517339145,0.517339145,0.517339145,0.517339145,0.517339145,0.517339145,0.517339145,0.517339145
51,0.608551247,0.608551247,0.608551247,0.608551247,0.608551247,0.608551247,0.608551247,0.608551247,0.608551247,0.608551247
52,0.513519328,0.513519328,0.513519328,0.513519328,0.513519328,0.513519328,0.513519328,0.513519328,0.513519328,0.513519328
53,0.947180317,0.947180317,0.947180317,0.947180317,0.947180317,0.947180317,0.947180317,0.947180317,0.947180317,0.947180317
54,0.583443893,0.583443893,0.583443893,0.583443893,0.583443893,0.583443893,0.583443893,0.583443893,0.583443893,0.583443893
55,0.718795174,0.718795174,0.718795174,0.718795174,0.718795174,0.718795174,0.718795174,0.718795174,0.718795174,0.718795174
56,0.601403975,0.601403975,0.601403975,0.601403975,0.601403975,0.601403975,0.425256829,0.425256829,0.601403975,0.601403975
57,0.790283854,0.790283854,0.790283854,0.790283854,0.790283854,0.790283854,0.790283854,0.790283854,0.790283854,0.790283854
58,0.474076839,0.474076839,0.474076839,0.474076839,0.474076839,0.474076839,0.356973028,0.356973028,0.474076839,0.474076839
59,0.832674134,0.832674134,0.832674134,0.832674134,0.832674134,0.832674134,0.832674134,0.832674134,0.832674134,0.832674134
60,0.837084991,0.837084991,0.837084991,0.837084991,0.837084991,0.837084991,0.837084991,0.837084991,0.837084991,0.837084991
61,0.615477051,0.615477051,0.615477051,0.615477051,0.615477051,0.615477051,0.615477051,0.615477051,0.615477051,0.615477051
62,0.645145625,0.645145625,0.645145625,0.645145625,0.645145625,0.645145625,0.456186847,0.456186847,0.645145625,0.645145625
63,0.710938009,0.710938009,0.710938009,0.710938009,0.710938009,0.710938009,0.710938009,0.710938009,0.710938009,0.710938009
64,0.723623135,0.723623135,0.723623135,0.723623135,0.723623135,0.723623135,0.723623135,0.723623135,0.723623135,0.723623135
65,0.596876856,0.596876856,0.596876856,0.596876856,0.596876856,0.596876856,0.596876856,0.596876856,0.596876856,0.596876856
66,0.579460268,0.579460268,0.579460268,0.579460268,0.579460268,0.579460268,0.579460268,0.579460268,0.579460268,0.579460268
67,0.573564508,0.573564508,0.573564508,0.573564508,0.573564508,0.573564508,0.405571353,0.405571353,0.573564508,0.573564508
68,0.505583285,0.505583285,0.505583285,0.505583285,0.505583285,0.505583285,0.357501369,0.357501369,0.505583285,0.505583285
69,0.721923419,0.721923419,0.721923419,0.721923419,0.721923419,0.721923419,0.510476945,0.510476945,0.721923419,0.721923419
70,0.792654188,0.792654188,0.792654188,0.792654188,0.792654188,0.792654188,0.792654188,0.792654188,0.792654188,0.792654188
71,0.964463109,0.964463109,0.964463109,0.964463109,0.964463109,0.964463109,0.964463109,0.964463109,0.964463109,0.964463109
72,0.710218092,0.710218092,0.710218092,0.710218092,0.710218092,0.710218092,0.710218092,0.710218092,0.710218092,0.710218092
73,0.781917319,0.781917319,0.781917319,0.781917319,0.781917319,0.781917319,0.781917319,0.781917319,0.781917319,0.781917319
74,0.568727222,0.568727222,0.568727222,0.568727222,0.568727222,0.568727222,0.568727222,0.568727222,0.568727222,0.568727222
75,0.420531466,0.420531466,0.420531466,0.420531466,0.420531466,0.420531466,0.420531466,0.420531466,0.420531466,0.420531466
76,0.502034896,0.502034896,0.502034896,0.502034896,0.502034896,0.502034896,0.35499228,0.35499228,0.502034896,0.502034896
77,0.708117028,0.708117028,0.708117028,0.708117028,0.708117028,0.708117028,0.708117028,0.708117028,0.708117028,0.708117028
78,0.791021226,0.791021226,0.791021226,0.791021226,0.791021226,0.791021226,0.791021226,0.791021226,0.791021226,0.791021226
79,0.710672928,0.710672928,0.710672928,0.710672928,0.710672928,0.710672928,0.710672928,0.710672928,0.710672928,0.710672928
80,0.816556585,0.816556585,0.816556585,0.816556585,0.816556585,0.816556585,0.816556585,0.816556585,0.816556585,0.816556585
81,0.992314239,0.992314239,0.992314239,0.992314239,0.992314239,0.992314239,0.992314239,0.992314239,0.992314239,0.992314239
82,0.871403988,0.871403988,0.871403988,0.871403988,0.871403988,0.871403988,0.871403988,0.871403988,0.871403988,0.871403988
83,0.828928249,0.828928249,0.828928249,0.828928249,0.828928249,0.828928249,0.828928249,0.828928249,0.828928249,0.828928249
84,0.414741202,0.414741202,0.414741202,0.414741202,0.414741202,0.414741202,0.414741202,0.414741202,0.414741202,0.414741202
85,0.789422629,0.789422629,0.789422629,0.789422629,0.789422629,0.789422629,0.789422629,0.789422629,0.789422629,0.789422629
86,0.614671444,0.614671444,0.614671444,0.614671444,0.614671444,0.614671444,0.434638346,0.434638346,0.614671444,0.614671444
87,0.70059525,0.70059525,0.70059525,0.70059525,0.70059525,0.70059525,0.70059525,0.70059525,0.70059525,0.70059525
88,0.36466246,0.36466246,0.36466246,0.36466246,0.36466246,0.36466246,0.36466246,0.36466246,0.36466246,0.36466246
89,0.967092712,0.967092712,0.967092712,0.967092712,0.967092712,0.967092712,0.967092712,0.967092712,0.967092712,0.967092712
90,0.484528057,0.484528057,0.484528057,0.484528057,0.484528057,0.484528057,0.484528057,0.484528057,0.484528057,0.484528057
91,0.755942855,0.755942855,0.755942855,0.755942855,0.755942855,0.755942855,0.755942855,0.755942855,0.755942855,0.755942855
92,0.536977042,0.536977042,0.536977042,0.536977042,0.536977042,0.536977042,0.536977042,0.536977042,0.536977042,0.536977042
93,0.883075042,0.883075042,0.883075042,0.883075042,0.883075042,0.883075042,0.883075042,0.883075042,0.883075042,0.883075042
94,0.922635787,0.922635787,0.922635787,0.922635787,0.922635787,0.922635787,0.922635787,0.922635787,0.922635787,0.922635787
95,0.736856139,0.736856139,0.736856139,0.736856139,0.736856139,0.736856139,0.736856139,0.736856139,0.736856139,0.736856139
96,0.435684974,0.435684974,0.435684974,0.435684974,0.435684974,0.435684974,0.6161516,0.6161516,0.435684974,0.435684974
97,0.610011386,0.610011386,0.610011386,0.610011386,0.610011386,0.610011386,0.610011386,0.610011386,0.610011386,0.610011386
98,0.917052263,0.917052263,0.917052263,0.917052263,0.917052263,0.917052263,0.917052263,0.917052263,0.917052263,0.917052263
99,0.792808794,0.792808794,0.792808794,0.792808794,0.792808794,0.792808794,0.792808794,0.792808794,0.792808794,0.792808794
100,0.493808891,0.493808891,0.493808891,0.493808891,0.493808891,0.493808891,0.493808891,0.493808891,0.493808891,0.493808891
101,0.867840832,0.867840832,0.867840832,0.867840832,0.867840832,0.867840832,0.867840832,0.867840832,0.867840832,0.867840832
102,0.27910394,0.27910394,0.27910394,0.27910394,0.27910394,0.27910394,0.394712577,0.394712577,0.27910394,0.27910394
103,0.627533007,0.627533007,0.627533007,0.627533007,0.627533007,0.627533007,0.627533007,0.627533007,0.627533007,0.627533007
104,0.366017899,0.366017899,0.366017899,0.366017899,0.366017899,0.366017899,0.258813738,0.258813738,0.366017899,0.366017899
105,0.682405893,0.682405893,0.682405893,0.682405893,0.682405893,0.682405893,0.682405893,0.682405893,0.682405893,0.682405893
106,0.67919622,0.67919622,0.67919622,0.67919622,0.67919622,0.67919622,0.67919622,0.67919622,0.67919622,0.67919622
107,0.797446365,0.797446365,0.797446365,0.797446365,0.797446365,0.797446365,0.797446365,0.797446365,0.797446365,0.797446365
108,0.515393143,0.515393143,0.515393143,0.515393143,0.515393143,0.515393143,0.515393143,0.515393143,0.515393143,0.515393143
109,0.823760031,0.823760031,0.823760031,0.823760031,0.823760031,0.823760031,0.823760031,0.823760031,0.823760031,0.823760031
110,0.328378897,0.328378897,0.328378897,0.328378897,0.328378897,0.328378897,0.328378897,0.328378897,0.328378897,0.328378897
111,0.791066772,0.791066772,0.791066772,0.791066772,0.791066772,0.791066772,0.791066772,0.791066772,0.791066772,0.791066772
112,0.73208992,0.73208992,0.73208992,0.73208992,0.73208992,0.73208992,0.73208992,0.73208992,0.73208992,0.73208992
113,0.95529694,0.95529694,0.95529694,0.95529694,0.95529694,0.95529694,0.95529694,0.95529694,0.95529694,0.95529694
114,0.4831246,0.4831246,0.4831246,0.4831246,0.4831246,0.4831246,0.4831246,0.4831246,0.4831246,0.4831246
115,0.459858705,0.459858705,0.459858705,0.459858705,0.459858705,0.459858705,0.459858705,0.459858705,0.459858705,0.459858705
116,0.752005883,0.752005883,0.752005883,0.752005883,0.752005883,0.752005883,0.752005883,0.752005883,0.752005883,0.752005883
117,0.68485589,0.68485589,0.68485589,0.68485589,0.68485589,0.68485589,0.484266244,0.484266244,0.68485589,0.68485589
118,0.46614559,0.46614559,0.46614559,0.46614559,0.46614559,0.46614559,0.46614559,0.46614559,0.46614559,0.46614559
119,0.818944051,0.818944051,0.818944051,0.818944051,0.818944051,0.818944051,0.818944051,0.818944051,0.818944051,0.818944051
120,0.766266372,0.766266372,0.766266372,0.766266372,0.766266372,0.766266372,0.766266372,0.766266372,0.766266372,0.766266372
121,0.386856444,0.386856444,0.386856444,0.386856444,0.386856444,0.386856444,0.386856444,0.386856444,0.386856444,0.386856444
122,0.528016104,0.528016104,0.528016104,0.528016104,0.528016104,0.528016104,0.528016104,0.528016104,0.528016104,0.528016104
123,0.47310477,0.47310477,0.47310477,0.47310477,0.47310477,0.47310477,0.47310477,0.47310477,0.47310477,0.47310477
124,0.417636948,0.417636948,0.417636948,0.417636948,0.417636948,0.417636948,0.417636948,0.417636948,0.417636948,0.417636948
125,0.417107515,0.417107515,0.417107515,0.417107515,0.417107515,0.417107515,0.417107515,0.417107515,0.417107515,0.417107515
126,0.708223937,0.708223937,0.708223937,0.708223937,0.708223937,0.708223937,0.708223937,0.708223937,0.708223937,0.708223937
127,0.642513179,0.642513179,0.642513179,0.642513179,0.642513179,0.642513179,0.642513179,0.642513179,0.642513179,0.642513179
128,0.88749867,0.88749867,0.88749867,0.88749867,0.88749867,0.88749867,0.88749867,0.88749867,0.88749867,0.88749867
129,0.723222612,0.723222612,0.723222612,0.723222612,0.723222612,0.723222612,0.723222612,0.723222612,0.723222612,0.723222612
130,0.697346724,0.697346724,0.697346724,0.697346724,0.697346724,0.697346724,0.697346724,0.697346724,0.697346724,0.697346724
131,0.818241837,0.818241837,0.818241837,0.818241837,0.818241837,0.818241837,0.818241837,0.818241837,0.818241837,0.818241837
132,0.456475273,0.456475273,0.456475273,0.456475273,0.456475273,0.456475273,0.456475273,0.456475273,0.456475273,0.456475273
133,0.845678413,0.845678413,0.845678413,0.845678413,0.845678413,0.845678413,0.597984941,0.597984941,0.845678413,0.845678413
134,0.760354538,0.760354538,0.760354538,0.760354538,0.760354538,0.760354538,0.760354538,0.760354538,0.760354538,0.760354538
135,0.51920992,0.51920992,0.51920992,0.51920992,0.51920992,0.51920992,0.367136855,0.367136855,0.51920992,0.51920992
136,0.930366996,0.930366996,0.930366996,0.930366996,0.930366996,0.930366996,0.930366996,0.930366996,0.930366996,0.930366996
137,0.665689621,0.665689621,0.665689621,0.665689621,0.665689621,0.665689621,0.665689621,0.665689621,0.665689621,0.665689621
138,0.821127406,0.821127406,0.821127406,0.821127406,0.821127406,0.821127406,0.821127406,0.821127406,0.821127406,0.821127406
139,0.900469708,0.900469708,0.900469708,0.900469708,0.900469708,0.900469708,0.900469708,0.900469708,0.900469708,0.900469708
140,0.841751207,0.841751207,0.841751207,0.841751207,0.841751207,0.841751207,0.841751207,0.841751207,0.841751207,0.841751207
141,0.779577625,0.779577625,0.779577625,0.779577625,0.779577625,0.779577625,0.779577625,0.779577625,0.779577625,0.779577625
142,0.803930972,0.803930972,0.803930972,0.803930972,0.803930972,0.803930972,0.803930972,0.803930972,0.803930972,0.803930972
143,0.707550516,0.707550516,0.707550516,0.707550516,0.707550516,0.707550516,0.707550516,0.707550516,0.707550516,0.707550516
144,0.694847646,0.694847646,0.694847646,0.694847646,0.694847646,0.694847646,0.694847646,0.694847646,0.694847646,0.694847646
145,0.899611145,0.899611145,0.899611145,0.899611145,0.899611145,0.899611145,0.899611145,0.899611145,0.899611145,0.899611145
146,0.684588771,0.684588771,0.684588771,0.684588771,0.684588771,0.684588771,0.684588771,0.684588771,0.684588771,0.684588771
147,0.95425219,0.95425219,0.95425219,0.95425219,0.95425219,0.95425219,0.95425219,0.95425219,0.95425219,0.95425219
148,0.744060149,0.744060149,0.744060149,0.744060149,0.744060149,0.744060149,0.744060149,0.744060149,0.744060149,0.744060149
149,0.810570702,0.810570702,0.810570702,0.810570702,0.810570702,0.810570702,0.810570702,0.810570702,0.810570702,0.810570702
150,0.699439103,0.699439103,0.699439103,0.699439103,0.699439103,0.699439103,0.699439103,0.699439103,0.699439103,0.699439103
151,0.57021818,0.57021818,0.57021818,0.57021818,0.57021818,0.57021818,0.57021818,0.57021818,0.57021818,0.57021818
152,0.549176812,0.549176812,0.549176812,0.549176812,0.549176812,0.549176812,0.549176812,0.549176812,0.549176812,0.549176812
153,0.617314578,0.617314578,0.617314578,0.617314578,0.617314578,0.617314578,0.617314578,0.617314578,0.617314578,0.617314578
154,0.559759887,0.559759887,0.559759887,0.559759887,0.559759887,0.559759887,0.559759887,0.559759887,0.559759887,0.559759887
155,0.624336374,0.624336374,0.624336374,0.624336374,0.624336374,0.624336374,0.624336374,0.624336374,0.624336374,0.624336374
156,0.399225718,0.399225718,0.399225718,0.399225718,0.399225718,0.399225718,0.399225718,0.399225718,0.399225718,0.399225718
157,0.669792155,0.669792155,0.669792155,0.669792155,0.669792155,0.669792155,0.669792155,0.669792155,0.669792155,0.669792155
158,0.352005313,0.352005313,0.352005313,0.352005313,0.352005313,0.352005313,0.352005313,0.352005313,0.352005313,0.352005313
159,0.502632929,0.502632929,0.502632929,0.502632929,0.502632929,0.502632929,0.502632929,0.502632929,0.502632929,0.502632929
160,0.629904434,0.629904434,0.629904434,0.629904434,0.629904434,0.629904434,0.629904434,0.629904434,0.629904434,0.629904434
161,0.87956268,0.87956268,0.87956268,0.87956268,0.87956268,0.87956268,0.87956268,0.87956268,0.87956268,0.87956268
162,0.793000337,0.793000337,0.793000337,0.793000337,0.793000337,0.793000337,0.793000337,0.793000337,0.793000337,0.793000337
163,0.519033898,0.519033898,0.519033898,0.519033898,0.519033898,0.519033898,0.519033898,0.519033898,0.519033898,0.519033898
164,0.72900752,0.72900752,0.72900752,0.72900752,0.72900752,0.72900752,0.72900752,0.72900752,0.72900752,0.72900752
165,0.472902712,0.472902712,0.472902712,0.472902712,0.472902712,0.472902712,0.472902712,0.472902712,0.472902712,0.472902712
166,0.410428164,0.410428164,0.410428164,0.410428164,0.410428164,0.410428164,0.410428164,0.410428164,0.410428164,0.410428164
167,0.720192946,0.720192946,0.720192946,0.720192946,0.720192946,0.720192946,0.720192946,0.720192946,0.720192946,0.720192946
168,0.642840898,0.642840898,0.642840898,0.642840898,0.642840898,0.642840898,0.642840898,0.642840898,0.642840898,0.642840898
169,0.949963954,0.949963954,0.949963954,0.949963954,0.949963954,0.949963954,0.949963954,0.949963954,0.949963954,0.949963954
170,0.821822002,0.821822002,0.821822002,0.821822002,0.821822002,0.821822002,0.821822002,0.821822002,0.821822002,0.821822002
171,0.63440177,0.63440177,0.63440177,0.63440177,0.63440177,0.63440177,0.63440177,0.63440177,0.63440177,0.63440177
172,0.867020465,0.867020465,0.867020465,0.867020465,0.867020465,0.867020465,0.867020465,0.867020465,0.867020465,0.867020465
173,0.58496446,0.58496446,0.58496446,0.58496446,0.58496446,0.58496446,0.58496446,0.58496446,0.58496446,0.58496446
174,0.657047337,0.657047337,0.657047337,0.657047337,0.657047337,0.657047337,0.657047337,0.657047337,0.657047337,0.657047337
175,0.610109927,0.610109927,0.610109927,0.610109927,0.610109927,0.610109927,0.610109927,0.610109927,0.610109927,0.610109927
176,0.552774975,0.552774975,0.552774975,0.552774975,0.552774975,0.552774975,0.552774975,0.552774975,0.552774975,0.552774975
177,0.714863676,0.714863676,0.714863676,0.714863676,0.714863676,0.714863676,0.714863676,0.714863676,0.714863676,0.714863676
178,0.604708774,0.604708774,0.604708774,0.604708774,0.604708774,0.604708774,0.604708774,0.604708774,0.604708774,0.604708774
179,0.88589734,0.88589734,0.88589734,0.88589734,0.88589734,0.88589734,0.88589734,0.88589734,0.88589734,0.88589734
180,0.866932349,0.866932349,0.866932349,0.866932349,0.866932349,0.866932349,0.866932349,0.866932349,0.866932349,0.866932349
181,0.31587351,0.31587351,0.31587351,0.31587351,0.31587351,0.31587351,0.31587351,0.31587351,0.31587351,0.31587351
182,0.635104174,0.635104174,0.635104174,0.635104174,0.635104174,0.635104174,0.449086469,0.449086469,0.635104174,0.635104174
183,0.518155211,0.518155211,0.518155211,0.518155211,0.518155211,0.518155211,0.518155211,0.518155211,0.518155211,0.518155211
184,0.772993846,0.772993846,0.772993846,0.772993846,0.772993846,0.772993846,0.772993846,0.772993846,0.772993846,0.772993846
185,0.710720671,0.710720671,0.710720671,0.710720671,0.710720671,0.710720671,0.710720671,0.710720671,0.710720671,0.710720671
186,0.790614977,0.790614977,0.790614977,0.790614977,0.790614977,0.790614977,0.790614977,0.790614977,0.790614977,0.790614977
187,0.736472773,0.736472773,0.736472773,0.736472773,0.736472773,0.736472773,0.736472773,0.736472773,0.736472773,0.736472773
188,0.789592237,0.789592237,0.789592237,0.789592237,0.789592237,0.789592237,0.789592237,0.789592237,0.789592237,0.789592237
189,0.306320865,0.306320865,0.306320865,0.306320865,0.306320865,0.306320865,0.216601561,0.216601561,0.306320865,0.306320865
190,0.696360027,0.696360027,0.696360027,0.696360027,0.696360027,0.696360027,0.696360027,0.696360027,0.696360027,0.696360027
191,0.941522034,0.941522034,0.941522034,0.941522034,0.941522034,0.941522034,0.941522034,0.941522034,0.941522034,0.941522034
192,0.648253685,0.648253685,0.648253685,0.648253685,0.648253685,0.648253685,0.648253685,0.648253685,0.648253685,0.648253685
193,0.566683147,0.566683147,0.566683147,0.566683147,0.566683147,0.566683147,0.400705496,0.400705496,0.566683147,0.566683147
194,0.838951763,0.838951763,0.838951763,0.838951763,0.838951763,0.838951763,0.838951763,0.838951763,0.838951763,0.838951763
195,0.818281377,0.818281377,0.818281377,0.818281377,0.818281377,0.818281377,0.818281377,0.818281377,0.818281377,0.818281377
196,0.617787132,0.617787132,0.617787132,0.617787132,0.617787132,0.617787132,0.617787132,0.617787132,0.617787132,0.617787132
197,0.798655151,0.798655151,0.798655151,0.798655151,0.798655151,0.798655151,0.798655151,0.798655151,0.798655151,0.798655151
198,0.47323522,0.47323522,0.47323522,0.47323522,0.47323522,0.47323522,0.344063641,0.344063641,0.47323522,0.47323522
199,0.895860777,0.895860777,0.895860777,0.895860777,0.895860777,0.895860777,0.895860777,0.895860777,0.895860777,0.895860777
200,0.724571154,0.724571154,0.724571154,0.724571154,0.724571154,0.724571154,0.724571154,0.724571154,0.724571154,0.724571154
201,0.573504661,0.573504661,0.573504661,0.573504661,0.573504661,0.573504661,0.416964109,0.416964109,0.573504661,0.573504661
202,0.407534744,0.407534744,0.407534744,0.407534744,0.407534744,0.407534744,0.288170581,0.288170581,0.407534744,0.407534744
203,0.495466556,0.495466556,0.495466556,0.495466556,0.495466556,0.495466556,0.360226839,0.360226839,0.495466556,0.495466556
204,0.706946028,0.706946028,0.706946028,0.706946028,0.706946028,0.706946028,0.499886331,0.499886331,0.706946028,0.706946028
205,0.753092585,0.753092585,0.753092585,0.753092585,0.753092585,0.753092585,0.753092585,0.753092585,0.753092585,0.753092585
206,0.901756191,0.901756191,0.901756191,0.901756191,0.901756191,0.901756191,0.901756191,0.901756191,0.901756191,0.901756191
207,0.594052526,0.594052526,0.594052526,0.594052526,0.594052526,0.594052526,0.594052526,0.594052526,0.594052526,0.594052526
208,0.724484718,0.724484718,0.724484718,0.724484718,0.724484718,0.724484718,0.724484718,0.724484718,0.724484718,0.724484718
209,0.517151676,0.517151676,0.517151676,0.517151676,0.517151676,0.517151676,0.517151676,0.517151676,0.517151676,0.517151676
210,0.375098383,0.375098383,0.375098383,0.375098383,0.375098383,0.375098383,0.375098383,0.375098383,0.375098383,0.375098383
211,0.889132543,0.889132543,0.889132543,0.889132543,0.889132543,0.889132543,0.889132543,0.889132543,0.889132543,0.889132543
212,0.782967462,0.782967462,0.782967462,0.782967462,0.782967462,0.782967462,0.553641602,0.553641602,0.782967462,0.782967462
213,0.500567424,0.500567424,0.500567424,0.500567424,0.500567424,0.500567424,0.363935403,0.363935403,0.500567424,0.500567424
214,0.923650324,0.923650324,0.923650324,0.923650324,0.923650324,0.923650324,0.923650324,0.923650324,0.923650324,0.923650324
215,0.823699111,0.823699111,0.823699111,0.823699111,0.823699111,0.823699111,0.823699111,0.823699111,0.823699111,0.823699111
216,0.982228884,0.982228884,0.982228884,0.982228884,0.982228884,0.982228884,0.982228884,0.982228884,0.982228884,0.982228884
217,0.724696839,0.724696839,0.724696839,0.724696839,0.724696839,0.724696839,0.724696839,0.724696839,0.724696839,0.724696839
218,0.734564468,0.734564468,0.734564468,0.734564468,0.734564468,0.734564468,0.734564468,0.734564468,0.734564468,0.734564468
219,0.859089529,0.859089529,0.859089529,0.859089529,0.859089529,0.859089529,0.859089529,0.859089529,0.859089529,0.859089529
220,0.695898666,0.695898666,0.695898666,0.695898666,0.695898666,0.695898666,0.695898666,0.695898666,0.695898666,0.695898666
221,0.759650676,0.759650676,0.759650676,0.759650676,0.759650676,0.759650676,0.759650676,0.759650676,0.759650676,0.759650676
222,0.706201542,0.706201542,0.706201542,0.706201542,0.706201542,0.706201542,0.706201542,0.706201542,0.706201542,0.706201542
223,0.514297551,0.514297551,0.514297551,0.514297551,0.514297551,0.514297551,0.514297551,0.514297551,0.514297551,0.514297551
